user_id,employee_name,role,email,days_active,total_lifetime_hours,total_activity,login_count,login_per_day,unique_pcs,avg_active_hours_per_day,actions_per_hour,after_hours_activity,weekend_activity,file_access_count,file_copy_count,removable_uploads,removable_downloads,decoy_access_count,avg_email_size,email_sent_count,total_email_size,attachment_count,activity_per_day,device_activity_count,device_connect_count,device_disconnect_count,device_unique_pcs,device_after_hours,device_weekend_usage,device_usage_per_day,connect_disconnect_ratio,avg_session_duration,window_7_days,window_30_days,baseline_90_days,drift_7d_vs_30d,drift_30d_vs_90d,file_access_per_day,file_copy_per_day,email_sent_per_day,usb_upload_per_day,usb_download_per_day,device_connect_per_day,device_disconnect_per_day,decoy_access_per_day,anomaly_score,prediction,risk_score,explanation,prediction_label,severity
CKM0405,Chester Kevin Malone,AdministrativeAssistant,Chester.Kevin.Malone@dtaa.com,356.0,1730.0,2133.0,356.0,1.0,1.0,4.86,1.23,356.0,0.0,81.0,0.0,0.0,0.0,81.0,469340.56,1340.0,628916350.0,645.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,273,802,0.99,1.02,0.23,0.0,3.76,0.0,0.0,0.0,0.0,0.23,-0.33354368805885315,1,1.1100000143051147,Behavior is normal.,Normal,Low
BSS3551,Bevis Stone Sampson,Scientist,Bevis.Stone.Sampson@dtaa.com,356.0,1636.0,1812.0,356.0,1.0,1.0,4.6,1.11,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30222.23,1100.0,33244456.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,228,672,1.03,1.02,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,-0.3467026948928833,1,1.1100000143051147,Behavior is normal.,Normal,Low
BNC1497,Brynn Neve Carpenter,StockroomClerk,Brynn.Neve.Carpenter@dtaa.com,356.0,1002.0,832.0,356.0,1.0,1.0,2.81,0.83,356.0,0.0,0.0,0.0,0.0,0.0,0.0,29745.5,120.0,3569460.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,187,1.02,1.01,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,-0.3384004831314087,1,1.100000023841858,Behavior is normal.,Normal,Low
KPS0895,Kristen Priscilla Stuart,ProductionLineWorker,Kristen.Priscilla.Stuart@dtaa.com,356.0,978.0,836.0,356.0,1.0,1.0,2.75,0.85,356.0,0.0,3.0,0.0,0.0,0.0,3.0,455550.3,121.0,55121588.0,56.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,188,1.02,1.01,0.01,0.0,0.34,0.0,0.0,0.0,0.0,0.01,-0.34022021293640137,1,1.090000033378601,Behavior is normal.,Normal,Low
NMS1493,Naida Megan Solis,StockroomClerk,Naida.Megan.Solis@dtaa.com,356.0,1006.0,832.0,356.0,1.0,1.0,2.83,0.83,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30469.51,120.0,3656341.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,188,1.04,0.99,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,-0.3383099138736725,1,1.0800000429153442,Behavior is normal.,Normal,Low
RJH3796,Ray Jesse Hurst,Salesman,Ray.Jesse.Hurst@dtaa.com,356.0,1843.0,2551.0,356.0,1.0,1.0,5.18,1.38,356.0,0.0,54.0,0.0,0.0,0.0,54.0,211934.55,1785.0,378303170.0,369.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,356,1078,1.03,0.99,0.15,0.0,5.01,0.0,0.0,0.0,0.0,0.15,-0.33934101462364197,1,1.0800000429153442,Behavior is normal.,Normal,Low
HOJ2172,Honorato Oleg Johnson,StockroomClerk,Honorato.Oleg.Johnson@dtaa.com,356.0,1007.0,834.0,356.0,1.0,1.0,2.83,0.83,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30648.12,122.0,3739071.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,188,1.04,0.99,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,-0.3383099138736725,1,1.0800000429153442,Behavior is normal.,Normal,Low
LRF0101,Lucian Raja Frye,TechnicalWriter,Lucian.Raja.Frye@dtaa.com,356.0,1593.0,1815.0,356.0,1.0,1.0,4.47,1.14,356.0,0.0,25.0,0.0,0.0,0.0,25.0,193560.22,1078.0,208657920.0,212.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,232,687,1.01,1.01,0.07,0.0,3.03,0.0,0.0,0.0,0.0,0.07,-0.35736945271492004,1,1.0700000524520874,Behavior is normal.,Normal,Low
CKH2797,Chava Kaye Holland,ProductionLineWorker,Chava.Kaye.Holland@dtaa.com,356.0,1013.0,848.0,355.0,1.0,1.0,2.85,0.84,355.0,0.0,12.0,0.0,0.0,0.0,12.0,741119.06,126.0,93380990.0,111.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,61,188,0.98,0.97,0.03,0.0,0.35,0.0,0.0,0.0,0.0,0.03,-0.34012967348098755,1,1.0700000524520874,Behavior is normal.,Normal,Low
JCH3456,Jeanette Celeste Holder,Technician,Jeanette.Celeste.Holder@dtaa.com,356.0,1290.0,1098.0,356.0,1.0,1.0,3.62,0.85,356.0,0.0,15.0,0.0,0.0,0.0,15.0,368545.16,371.0,136730260.0,164.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,106,310,1.01,1.03,0.04,0.0,1.04,0.0,0.0,0.0,0.0,0.04,-0.3376360237598419,1,1.0700000524520874,Behavior is normal.,Normal,Low
CDS3824,Catherine Desiree Sandoval,Technician,Catherine.Desiree.Sandoval@dtaa.com,356.0,1262.0,1082.0,355.0,1.0,1.0,3.54,0.86,355.0,0.0,4.0,0.0,0.0,0.0,4.0,202734.27,368.0,74606210.0,81.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,105,314,1.02,1.0,0.01,0.0,1.03,0.0,0.0,0.0,0.0,0.01,-0.3375752866268158,1,1.059999942779541,Behavior is normal.,Normal,Low
VHM2280,Vanna Hillary Mclean,Salesman,Vanna.Hillary.Mclean@dtaa.com,356.0,1802.0,2552.0,355.0,1.0,1.0,5.06,1.42,355.0,0.0,58.0,0.0,0.0,0.0,58.0,408744.88,1784.0,729200830.0,756.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,358,1061,1.02,1.01,0.16,0.0,5.01,0.0,0.0,0.0,0.0,0.16,-0.3392486572265625,1,1.059999942779541,Behavior is normal.,Normal,Low
SSA0389,Stephen Steven Anderson,Technician,Stephen.Steven.Anderson@dtaa.com,356.0,1270.0,1084.0,356.0,1.0,1.0,3.57,0.85,356.0,0.0,23.0,0.0,0.0,0.0,23.0,464787.2,349.0,162210740.0,184.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,105,317,1.02,0.99,0.06,0.0,0.98,0.0,0.0,0.0,0.0,0.06,-0.3375450670719147,1,1.0499999523162842,Behavior is normal.,Normal,Low
JMG3704,Jane Maia Golden,ProductionLineWorker,Jane.Maia.Golden@dtaa.com,356.0,987.0,851.0,356.0,1.0,1.0,2.77,0.86,356.0,0.0,12.0,0.0,0.0,0.0,12.0,761622.6,127.0,96726070.0,110.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,188,1.02,1.01,0.03,0.0,0.36,0.0,0.0,0.0,0.0,0.03,-0.34006842970848083,1,1.0499999523162842,Behavior is normal.,Normal,Low
HMA1258,Harding Micah Adkins,WebDeveloper,Harding.Micah.Adkins@dtaa.com,356.0,1650.0,1838.0,356.0,1.0,1.0,4.63,1.11,356.0,0.0,42.0,0.0,0.0,0.0,42.0,379087.8,1084.0,410931200.0,442.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,222,670,1.06,0.99,0.12,0.0,3.04,0.0,0.0,0.0,0.0,0.12,-0.32360485196113586,1,1.0499999523162842,Behavior is normal.,Normal,Low
SCM0778,Sierra Clio Mcknight,TechnicalWriter,Sierra.Clio.Mcknight@dtaa.com,356.0,1570.0,1849.0,356.0,1.0,1.0,4.41,1.18,356.0,0.0,57.0,0.0,0.0,0.0,57.0,424653.62,1080.0,458625920.0,446.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,234,690,1.02,1.02,0.16,0.0,3.03,0.0,0.0,0.0,0.0,0.16,-0.3572757840156555,1,1.0499999523162842,Behavior is normal.,Normal,Low
PSC1608,Prescott Slade Carson,Salesman,Prescott.Slade.Carson@dtaa.com,356.0,1755.0,2578.0,356.0,1.0,1.0,4.93,1.47,356.0,0.0,36.0,0.0,0.0,0.0,36.0,403086.62,1830.0,737648500.0,781.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,353,1053,1.03,1.01,0.1,0.0,5.14,0.0,0.0,0.0,0.0,0.1,-0.33918577432632446,1,1.0399999618530273,Behavior is normal.,Normal,Low
RIK1631,Rogan Ira Kirk,Technician,Rogan.Ira.Kirk@dtaa.com,356.0,1272.0,1095.0,356.0,1.0,1.0,3.57,0.86,356.0,0.0,18.0,0.0,0.0,0.0,18.0,687968.4,365.0,251108480.0,217.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,104,315,1.03,0.99,0.05,0.0,1.03,0.0,0.0,0.0,0.0,0.05,-0.3374883234500885,1,1.0399999618530273,Behavior is normal.,Normal,Low
UWB0395,Ulric Wallace Bowen,Technician,Ulric.Wallace.Bowen@dtaa.com,356.0,1276.0,1097.0,356.0,1.0,1.0,3.58,0.86,356.0,0.0,20.0,0.0,0.0,0.0,20.0,374186.6,365.0,136578110.0,179.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,100,308,1.07,0.97,0.06,0.0,1.03,0.0,0.0,0.0,0.0,0.06,-0.3375072479248047,1,1.0399999618530273,Behavior is normal.,Normal,Low
AAD2188,Aretha Aimee Daugherty,ProductionLineWorker,Aretha.Aimee.Daugherty@dtaa.com,356.0,993.0,839.0,356.0,1.0,1.0,2.79,0.84,356.0,0.0,7.0,0.0,0.0,0.0,7.0,306651.2,120.0,36798144.0,59.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,191,1.02,0.99,0.02,0.0,0.34,0.0,0.0,0.0,0.0,0.02,-0.3400309383869171,1,1.0399999618530273,Behavior is normal.,Normal,Low
MMA1255,Mira Macey Ashley,WebDeveloper,Mira.Macey.Ashley@dtaa.com,356.0,1660.0,1832.0,356.0,1.0,1.0,4.66,1.1,356.0,0.0,33.0,0.0,0.0,0.0,33.0,296450.97,1087.0,322242200.0,296.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,228,688,1.03,0.99,0.09,0.0,3.05,0.0,0.0,0.0,0.0,0.09,-0.323529452085495,1,1.0299999713897705,Behavior is normal.,Normal,Low
BCL2082,Branden Chadwick Lancaster,MechanicalEngineer,Branden.Chadwick.Lancaster@dtaa.com,356.0,1632.0,1886.0,356.0,1.0,1.0,4.58,1.16,356.0,0.0,59.0,0.0,0.0,0.0,59.0,361982.8,1115.0,403610850.0,464.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,234,687,1.04,1.02,0.17,0.0,3.13,0.0,0.0,0.0,0.0,0.17,-0.3343454599380493,1,1.0299999713897705,Behavior is normal.,Normal,Low
BCO2338,Brent Colton Oconnor,Salesman,Brent.Colton.Oconnor@dtaa.com,356.0,1791.0,2603.0,356.0,1.0,1.0,5.03,1.45,356.0,0.0,51.0,0.0,0.0,0.0,51.0,207416.27,1840.0,381645920.0,371.0,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,341,1057,1.0,0.97,0.14,0.0,5.17,0.0,0.0,0.0,0.0,0.14,-0.33902794122695923,1,1.0099999904632568,Behavior is normal.,Normal,Low
HKR2901,Hadley Kathleen Reynolds,Salesman,Hadley.Kathleen.Reynolds@dtaa.com,356.0,1797.0,2579.0,356.0,1.0,1.0,5.05,1.44,356.0,0.0,22.0,0.0,0.0,0.0,22.0,200490.42,1845.0,369904830.0,329.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,352,1052,1.03,1.0,0.06,0.0,5.18,0.0,0.0,0.0,0.0,0.06,-0.3389984667301178,1,1.0,Behavior is normal.,Normal,Low
MSR2202,Mara Shaeleigh Rosario,ProductionLineWorker,Mara.Shaeleigh.Rosario@dtaa.com,356.0,992.0,849.0,356.0,1.0,1.0,2.79,0.86,356.0,0.0,6.0,0.0,0.0,0.0,6.0,407318.8,131.0,53358760.0,43.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,188,1.04,0.99,0.02,0.0,0.37,0.0,0.0,0.0,0.0,0.02,-0.33985111117362976,1,1.0,Behavior is normal.,Normal,Low
DRF3306,Deirdre Rachel Fry,StockroomClerk,Deirdre.Rachel.Fry@dtaa.com,356.0,1004.0,839.0,356.0,1.0,1.0,2.82,0.84,356.0,0.0,1.0,0.0,0.0,0.0,1.0,886740.5,126.0,111729304.0,122.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,188,1.02,1.01,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,-0.338002473115921,1,0.9900000095367432,Behavior is normal.,Normal,Low
OLA2686,Otto Lester Avery,SoftwareDeveloper,Otto.Lester.Avery@dtaa.com,356.0,1671.0,1835.0,356.0,1.0,1.0,4.69,1.1,356.0,0.0,35.0,0.0,0.0,0.0,35.0,199227.27,1088.0,216759260.0,223.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,227,674,1.04,1.01,0.1,0.0,3.06,0.0,0.0,0.0,0.0,0.1,-0.32987314462661743,1,0.9900000095367432,Behavior is normal.,Normal,Low
JMC2911,Josephine Mariko Conrad,Technician,Josephine.Mariko.Conrad@dtaa.com,356.0,1264.0,1086.0,356.0,1.0,1.0,3.55,0.86,356.0,0.0,18.0,0.0,0.0,0.0,18.0,464964.3,356.0,165527300.0,199.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,102,313,1.05,0.98,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.05,-0.33728617429733276,1,0.9900000095367432,Behavior is normal.,Normal,Low
GRG3005,Geoffrey Rahim Griffin,LabManager,Geoffrey.Rahim.Griffin@dtaa.com,356.0,1718.0,2482.0,356.0,1.0,1.0,4.83,1.44,356.0,0.0,65.0,0.0,0.0,0.0,65.0,362368.7,1705.0,617838600.0,601.0,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,330,978,1.04,1.01,0.18,0.0,4.79,0.0,0.0,0.0,0.0,0.18,-0.34533601999282837,1,0.9800000190734863,Behavior is normal.,Normal,Low
JJY3112,John Jacob Yang,ComputerScientist,John.Jacob.Yang@dtaa.com,356.0,1595.0,1832.0,356.0,1.0,1.0,4.48,1.15,356.0,0.0,32.0,0.0,0.0,0.0,32.0,244029.86,1088.0,265504480.0,269.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,234,689,1.02,1.02,0.09,0.0,3.06,0.0,0.0,0.0,0.0,0.09,-0.33344608545303345,1,0.9800000190734863,Behavior is normal.,Normal,Low
LSL0337,Lesley Shaine Lynn,StockroomClerk,Lesley.Shaine.Lynn@dtaa.com,356.0,1000.0,847.0,356.0,1.0,1.0,2.81,0.85,356.0,0.0,7.0,0.0,0.0,0.0,7.0,781976.6,128.0,100093010.0,103.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,64,188,1.0,1.02,0.02,0.0,0.36,0.0,0.0,0.0,0.0,0.02,-0.33793604373931885,1,0.9800000190734863,Behavior is normal.,Normal,Low
NCO1443,Nash Craig Ochoa,MaterialsEngineer,Nash.Craig.Ochoa@dtaa.com,356.0,1634.0,1827.0,356.0,1.0,1.0,4.59,1.12,355.0,0.0,28.0,0.0,0.0,0.0,28.0,381884.2,1088.0,415490000.0,463.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,234,694,1.02,1.01,0.08,0.0,3.06,0.0,0.0,0.0,0.0,0.08,-0.3432105481624603,1,0.9800000190734863,Behavior is normal.,Normal,Low
CDS2792,Christopher Damian Scott,StockroomClerk,Christopher.Damian.Scott@dtaa.com,356.0,1007.0,838.0,356.0,1.0,1.0,2.83,0.83,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30508.78,126.0,3844106.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,189,1.02,1.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,-0.33796587586402893,1,0.9800000190734863,Behavior is normal.,Normal,Low
MHH2192,Marcia Hiroko Hoffman,ProductionLineWorker,Marcia.Hiroko.Hoffman@dtaa.com,356.0,987.0,843.0,356.0,1.0,1.0,2.77,0.85,356.0,0.0,5.0,0.0,0.0,0.0,5.0,504243.44,126.0,63534670.0,57.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,187,1.02,1.01,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.01,-0.3397306799888611,1,0.9700000286102295,Behavior is normal.,Normal,Low
IOP1859,Igor Oleg Petty,MaterialsEngineer,Igor.Oleg.Petty@dtaa.com,356.0,1602.0,1826.0,356.0,1.0,1.0,4.5,1.14,356.0,0.0,28.0,0.0,0.0,0.0,28.0,239029.19,1086.0,259585700.0,231.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,232,674,1.03,1.03,0.08,0.0,3.05,0.0,0.0,0.0,0.0,0.08,-0.34314966201782227,1,0.9700000286102295,Behavior is normal.,Normal,Low
AJK0611,Ahmed Jack Knowles,ComputerProgrammer,Ahmed.Jack.Knowles@dtaa.com,356.0,1607.0,1861.0,356.0,1.0,1.0,4.51,1.16,356.0,0.0,44.0,0.0,0.0,0.0,44.0,266531.25,1105.0,294517020.0,295.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,231,692,1.02,1.0,0.12,0.0,3.1,0.0,0.0,0.0,0.0,0.12,-0.33839359879493713,1,0.9700000286102295,Behavior is normal.,Normal,Low
QMV2796,Quincy Marvin Velasquez,ProductionLineWorker,Quincy.Marvin.Velasquez@dtaa.com,356.0,1016.0,837.0,356.0,1.0,1.0,2.85,0.82,356.0,0.0,2.0,0.0,0.0,0.0,2.0,414977.9,123.0,51042284.0,52.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,188,1.04,0.99,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.01,-0.33973318338394165,1,0.9700000286102295,Behavior is normal.,Normal,Low
KEH0665,Kameko Evangeline Hoffman,MechanicalEngineer,Kameko.Evangeline.Hoffman@dtaa.com,356.0,1635.0,1844.0,356.0,1.0,1.0,4.59,1.13,356.0,0.0,18.0,0.0,0.0,0.0,18.0,238442.92,1114.0,265625400.0,248.0,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,224,680,1.05,0.99,0.05,0.0,3.13,0.0,0.0,0.0,0.0,0.05,-0.33411574363708496,1,0.9700000286102295,Behavior is normal.,Normal,Low
MDH3639,Melinda Dominique Harding,ProductionLineWorker,Melinda.Dominique.Harding@dtaa.com,356.0,1014.0,845.0,356.0,1.0,1.0,2.85,0.83,356.0,0.0,5.0,0.0,0.0,0.0,5.0,598759.7,128.0,76641240.0,68.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,189,1.02,1.0,0.01,0.0,0.36,0.0,0.0,0.0,0.0,0.01,-0.33969226479530334,1,0.9599999785423279,Behavior is normal.,Normal,Low
EAH3550,Eden Amethyst Harvey,Mathematician,Eden.Amethyst.Harvey@dtaa.com,356.0,1635.0,1847.0,356.0,1.0,1.0,4.59,1.13,356.0,0.0,62.0,0.0,0.0,0.0,62.0,445850.9,1073.0,478398050.0,534.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,232,704,1.03,0.99,0.17,0.0,3.01,0.0,0.0,0.0,0.0,0.17,-0.33125612139701843,1,0.9599999785423279,Behavior is normal.,Normal,Low
STR1769,Samson Thomas Ross,ITAdmin,Samson.Thomas.Ross@dtaa.com,356.0,2628.0,4927.0,1436.0,4.03,950.0,7.38,1.87,2104.0,0.0,43.0,0.0,0.0,0.0,43.0,238189.31,1344.0,320126430.0,267.0,13.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,410,1219,1.01,1.01,0.12,0.0,3.78,0.0,0.0,0.0,0.0,0.12,-0.35279422998428345,1,0.9599999785423279,Behavior is normal.,Normal,Low
NCB2660,Nicholas Christian Bradford,ElectricalEngineer,Nicholas.Christian.Bradford@dtaa.com,356.0,1652.0,1811.0,356.0,1.0,1.0,4.64,1.1,356.0,0.0,14.0,0.0,0.0,0.0,14.0,199293.86,1085.0,216233840.0,199.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,225,678,1.05,1.0,0.04,0.0,3.05,0.0,0.0,0.0,0.0,0.04,-0.33959242701530457,1,0.9599999785423279,Behavior is normal.,Normal,Low
SWK1436,Stone Wing Klein,MaterialsEngineer,Stone.Wing.Klein@dtaa.com,356.0,1684.0,1818.0,356.0,1.0,1.0,4.73,1.08,356.0,0.0,5.0,0.0,0.0,0.0,5.0,196414.9,1101.0,216252800.0,230.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,227,677,1.04,1.01,0.01,0.0,3.09,0.0,0.0,0.0,0.0,0.01,-0.34311696887016296,1,0.9599999785423279,Behavior is normal.,Normal,Low
WES2531,Winifred Eliana Simmons,ElectricalEngineer,Winifred.Eliana.Simmons@dtaa.com,356.0,1622.0,1815.0,356.0,1.0,1.0,4.56,1.12,356.0,0.0,17.0,0.0,0.0,0.0,17.0,196211.38,1086.0,213085550.0,188.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,233,694,1.03,1.01,0.05,0.0,3.05,0.0,0.0,0.0,0.0,0.05,-0.33961474895477295,1,0.9599999785423279,Behavior is normal.,Normal,Low
YAS2508,Yardley Abel Simmons,MaterialsEngineer,Yardley.Abel.Simmons@dtaa.com,356.0,1559.0,1797.0,356.0,1.0,1.0,4.38,1.15,356.0,0.0,26.0,0.0,0.0,0.0,26.0,207046.78,1059.0,219262540.0,223.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,230,687,1.02,1.0,0.07,0.0,2.97,0.0,0.0,0.0,0.0,0.07,-0.34313979744911194,1,0.9599999785423279,Behavior is normal.,Normal,Low
NGC1617,Noah Gage Cummings,Technician,Noah.Gage.Cummings@dtaa.com,356.0,1273.0,1094.0,356.0,1.0,1.0,3.58,0.86,356.0,0.0,8.0,0.0,0.0,0.0,8.0,241557.56,374.0,90342530.0,78.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,105,315,1.02,1.0,0.02,0.0,1.05,0.0,0.0,0.0,0.0,0.02,-0.33710160851478577,1,0.949999988079071,Behavior is normal.,Normal,Low
JHC3520,Josephine Heather Christian,Mathematician,Josephine.Heather.Christian@dtaa.com,356.0,1632.0,1847.0,356.0,1.0,1.0,4.58,1.13,356.0,0.0,56.0,0.0,0.0,0.0,56.0,488304.75,1079.0,526880830.0,532.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,217,666,1.01,0.98,0.16,0.0,3.03,0.0,0.0,0.0,0.0,0.16,-0.33123859763145447,1,0.949999988079071,Behavior is normal.,Normal,Low
ING2221,Iola Nichole Guerrero,StockroomClerk,Iola.Nichole.Guerrero@dtaa.com,356.0,1019.0,840.0,356.0,1.0,1.0,2.86,0.82,356.0,0.0,4.0,0.0,0.0,0.0,4.0,282859.53,124.0,35074580.0,41.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,189,1.02,1.0,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.01,-0.33779266476631165,1,0.9399999976158142,Behavior is normal.,Normal,Low
FKR3316,Ferris Kaden Rowe,StockroomClerk,Ferris.Kaden.Rowe@dtaa.com,356.0,1003.0,848.0,356.0,1.0,1.0,2.82,0.85,356.0,0.0,7.0,0.0,0.0,0.0,7.0,890827.44,129.0,114916740.0,112.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,186,1.04,1.0,0.02,0.0,0.36,0.0,0.0,0.0,0.0,0.02,-0.3378145098686218,1,0.9399999976158142,Behavior is normal.,Normal,Low
VCS1196,Vaughan Clinton Sears,TestEngineer,Vaughan.Clinton.Sears@dtaa.com,356.0,1571.0,1863.0,356.0,1.0,1.0,4.41,1.19,356.0,0.0,58.0,0.0,0.0,0.0,58.0,401787.7,1093.0,439153950.0,465.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,229,697,1.05,0.99,0.16,0.0,3.07,0.0,0.0,0.0,0.0,0.16,-0.3282585144042969,1,0.9399999976158142,Behavior is normal.,Normal,Low
RDP2116,Roanna Deborah Puckett,SystemsEngineer,Roanna.Deborah.Puckett@dtaa.com,356.0,1581.0,1836.0,356.0,1.0,1.0,4.44,1.16,356.0,0.0,28.0,0.0,0.0,0.0,28.0,304682.12,1096.0,333931620.0,467.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,226,687,1.0,0.99,0.08,0.0,3.08,0.0,0.0,0.0,0.0,0.08,-0.33585479855537415,1,0.9300000071525574,Behavior is normal.,Normal,Low
VWV1249,Vladimir Warren Vincent,WebDeveloper,Vladimir.Warren.Vincent@dtaa.com,356.0,1649.0,1870.0,356.0,1.0,1.0,4.63,1.13,356.0,0.0,51.0,0.0,0.0,0.0,51.0,486645.0,1107.0,538716000.0,497.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,232,692,1.01,1.01,0.14,0.0,3.11,0.0,0.0,0.0,0.0,0.14,-0.3231293261051178,1,0.9300000071525574,Behavior is normal.,Normal,Low
BUW2717,Brock Ulysses Wall,ElectricalEngineer,Brock.Ulysses.Wall@dtaa.com,356.0,1600.0,1821.0,356.0,1.0,1.0,4.49,1.14,356.0,0.0,17.0,0.0,0.0,0.0,17.0,265535.8,1092.0,289965120.0,268.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,230,691,1.02,1.0,0.05,0.0,3.07,0.0,0.0,0.0,0.0,0.05,-0.339474081993103,1,0.9300000071525574,Behavior is normal.,Normal,Low
KLM0714,Kuame Lawrence Moran,Physicist,Kuame.Lawrence.Moran@dtaa.com,356.0,1693.0,1864.0,356.0,1.0,1.0,4.76,1.1,356.0,0.0,47.0,0.0,0.0,0.0,47.0,400590.3,1105.0,442652300.0,547.0,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,229,689,1.03,1.0,0.13,0.0,3.1,0.0,0.0,0.0,0.0,0.13,-0.33057063817977905,1,0.9100000262260437,Behavior is normal.,Normal,Low
